platform,developer,releasedate,metascore
GC,EA Tiburon,14-Aug-07,75
PS2,Atomic Planet Entertainment,6-Mar-07,75
WII,Kuju Entertainment,29-Oct-07,75
X360,Team 17,7-Mar-07,75
PS2,Relentless Software,30-Oct-07,75
PS3,Electronic Arts,19-Nov-07,75
PS3,SEGA Racing Studio,9-Oct-07,75
X360,Paradigm Entertainment,28-Aug-07,75
DS,"Lancarse, Atlus",15-May-07,75
PSP,SCEA,12-Oct-07,75
PS3,Left Field Productions,25-Sep-07,75
PC,"Monte Cristo Multimedia, Monte Cristo",9-Feb-07,75
X360,Visual Concepts,16-Jul-07,75
DS,n-Space,5-Nov-07,75
WII,Arc System Works,15-Oct-07,75
PC,ImpactGames,2-May-07,75
PS2,Melbourne House,20-Mar-07,75
PSP,EA Tiburon,14-Aug-07,75
PC,Maxis,3-Apr-07,75
PS3,"Game Republic, JapanStudio",9-Oct-07,75
PSP,Vicious Cycle,28-Aug-07,75
X360,Taito Corporation,24-Oct-07,75
DS,h.a.n.d. Inc.,3-Apr-07,75
PS2,Rockstar Leeds,5-Mar-07,75
PS2,SNK Playmore,13-Nov-07,75
PC,EA Tiburon,14-Aug-07,75
PS3,SCEJ,24-Oct-07,75
PSP,Deadline Games,27-Feb-07,74
PS3,"SCEA, Incognito Inc.",10-May-07,74
DS,Exient Entertainment,13-Nov-07,74
WII,8ing/Raizing,23-Oct-07,74
PS3,Studio Liverpool,27-Feb-07,74
PC,SEGA Racing Studio,19-Nov-07,74
PS2,EA Canada,17-Jul-07,74
DS,Q Entertainment,20-Feb-07,74
PSP,"Pipeworks Software, Inc.",3-Apr-07,74
PS3,Kush Games,26-Feb-07,74
PSP,Bugbear,9-Oct-07,74
PS3,Yuke's,13-Nov-07,74
X360,Left Field Productions,26-Sep-07,74
PC,Q Entertainment,29-Nov-07,74
DS,Noise Inc.,19-Mar-07,74
PC,Sports Mogul,20-Mar-07,74
PC,Bohemia Interactive,4-May-07,74
PC,Kheops Studio,21-Aug-07,74
PC,Telltale Games,25-Jan-07,74
PC,Maxis,4-Sep-07,74
PS3,Kush Games,10-Sep-07,74
WII,EA Montreal,27-Feb-07,74
PSP,Now Production,18-Jun-07,74
X360,Konami,27-Feb-07,74
X360,EA Canada,1-Oct-07,73
PS2,CyberConnect2,12-Jun-07,73
WII,EA Canada,13-Nov-07,73
WII,Maxis,23-Oct-07,73
DS,"Ubisoft, Sensory Sweep",6-Nov-07,73
X360,Electronic Arts,4-Sep-07,73
PS3,Visual Concepts,16-Jul-07,73
PS2,Opus,27-Feb-07,73
DS,Other Ocean Interactive,12-Nov-07,73
DS,Amaze Entertainment,25-Oct-07,73
DS,Game Sauce,17-Oct-07,73
PS3,EA Black Box,13-Nov-07,73
PC,MDNA Games,14-Sep-07,73
X360,Eidos Interactive,30-Jan-07,73
PC,Ubisoft,30-Oct-07,73
PSP,Planet Moon Studios,20-Mar-07,73
PC,Digital Reality,23-Feb-07,73
PSP,Juice Games,8-Oct-07,73
PC,Sumo Digital,13-Feb-07,73
PC,Frictional Games,30-Mar-07,73
PS3,EA Canada,1-Oct-07,73
X360,Frontier Developments,9-Oct-07,73
WII,Crystal Dynamics,13-Nov-07,73
PS2,"Spike, Namco Bandai Games",13-Nov-07,73
PSP,Rebellion,9-Oct-07,73
WII,Konami,25-Sep-07,73
DS,odenis studio,6-Aug-07,73
PS2,Nippon Ichi Software,25-Sep-07,73
PC,Her Interactive,7-Jun-07,73
X360,"Screenlife Games, WXP",6-Nov-07,73
PS2,SCEE London Studio,3-Apr-07,73
X360,Now Production,16-Oct-07,73
PSP,EA Canada,1-Oct-07,73
DS,5TH Cell,10-Sep-07,73
PS3,Neversoft Entertainment,15-Oct-07,73
PS3,Day 1 Studios,24-Apr-07,72
DS,Gameloft,21-Jun-07,72
X360,EA Canada,20-Mar-07,72
PSP,Blue Castle Games,25-Jun-07,72
PSP,Capcom,28-Aug-07,72
PS2,Visual Concepts,2-Oct-07,72
DS,Square Enix,23-Oct-07,72
X360,Neversoft Entertainment,15-Oct-07,72
X360,Sidhe Interactive,12-Dec-07,72
PS3,SCE Japan Studio,20-Sep-07,72
DS,Renegade Kid,26-Oct-07,72
DS,EA Japan Studio,20-Mar-07,72
DS,Hudson Soft,19-Nov-07,72
X360,Ubisoft Romania,18-Sep-07,72
PSP,EA Salt Lake,28-Aug-07,72
X360,EA Black Box,15-Nov-07,72
DS,"Suzak, Nikoli",15-Jun-07,72
PC,Maxis,6-Feb-07,72
PC,Frogwares,1-Mar-07,72
PC,Techland,12-Jun-07,72
WII,"Spike, Namco Bandai Games",3-Dec-07,72
PC,Ubisoft Romania,21-Sep-07,72
PS2,EA Canada,20-Mar-07,72
PSP,Slant Six,6-Nov-07,72
PS2,XS Games,23-Apr-07,72
DS,Juice Games,17-Sep-07,72
PSP,Empire Interactive,6-Mar-07,72
PC,Microsoft Game Studios,31-May-07,72
WII,EA Salt Lake,28-Aug-07,72
X360,Carbonated Games,15-Aug-07,72
PSP,Frontier Developments,9-Oct-07,72
DS,Plato,11-Sep-07,72
PS3,"Midway, Digital Eclipse",12-Apr-07,72
WII,EA Redwood Shores,13-Mar-07,71
WII,Vicious Cycle,30-Nov-07,71
X360,Beenox,30-Oct-07,71
WII,JGI Entertainment,29-May-07,71
PS2,Media Vision,28-Aug-07,71
WII,Radical Entertainment,12-Jun-07,71
PSP,EA Canada,20-Mar-07,71
PC,Altar Interactive,4-May-07,71
DS,Ubisoft,6-Nov-07,71
PS3,Idol Minds,29-Nov-07,71
PC,Codemasters,23-Mar-07,71
PS3,EA Redwood Shores,30-Oct-07,71
DS,Midway Studios - San Diego,25-Jun-07,71
DS,Noise Factory,6-Nov-07,71
DS,Exient Entertainment,14-Aug-07,71
PS2,Yuke's,13-Nov-07,71
X360,Techland,7-Jun-07,71
DS,"Climax Group, Climax Studios",15-Mar-07,71
PS3,Juice Games,22-Oct-07,71
XBOX,Kush Games,27-Feb-07,71
DS,Dimps Corporation,4-Dec-07,71
PC,Saber Interactive,30-Oct-07,71
X360,Kush Games,10-Sep-07,71
PS2,Blue Castle Games,25-Jun-07,71
PS2,EA Redwood Shores,22-Oct-07,71
X360,Yuke's,13-Nov-07,71
DS,"Mac Play, MacPlay",30-Oct-07,71
PS3,ThatGameCompany,22-Feb-07,71
PS2,Cohort Studios,31-Oct-07,71
X360,Digital Eclipse,14-Feb-07,71
X360,"Electronic Arts, EA Redwood Shores",30-Oct-07,71
PS2,Gust,6-Feb-07,71
PS2,Kush Games,26-Feb-07,71
PS2,Paradigm Entertainment,28-Aug-07,71
PC,Flagship Studios,31-Oct-07,70
WII,"Tecmo, Ntreev Soft",11-Dec-07,70
X360,MumboJumbo,4-Apr-07,70
DS,Arkedo Studio,26-Jun-07,70
X360,Saber Interactive,30-Oct-07,70
X360,Rainbow Studios,17-Dec-07,70
DS,Office Create,13-Nov-07,70
PS3,SCE Japan Studio,9-Aug-07,70
PC,Frontier Developments,9-Oct-07,70
PS2,EA Canada,11-Sep-07,70
PSP,Global A,19-Jun-07,70
PC,EA Games,13-Nov-07,70
WII,Frontier Developments,9-Oct-07,70
PS2,Clap Hanz,17-Jul-07,70
PC,Beenox,30-Oct-07,70
PSP,Bandai,28-Aug-07,70
DS,Artificial Mind and Movement,13-Feb-07,70
DS,"Yuke's, Yuke's Company of America",6-Nov-07,70
PC,Muzzy Lane Software,13-Mar-07,70
DS,"Image Epoch, Imageepoch",14-Aug-07,70
PS2,Magenta Software,2-Oct-07,70
DS,Vicarious Visions,2-May-07,70
PS2,Radical Entertainment,4-Oct-07,70
PS3,Ubisoft Romania,6-Nov-07,70
PS2,Konami,25-Sep-07,70
DS,Shin'en,4-Sep-07,70
PC,"Aspyr, 2K Sports",16-Mar-07,70
PS3,EA Redwood Shores,20-Mar-07,70
PS2,Frontier Developments,9-Oct-07,70
PC,Kheops Studio,30-Sep-07,70
PS3,Saber Interactive,19-Nov-07,70
WII,Ubisoft Montreal,3-Apr-07,70
PS2,Sony Bend,18-Sep-07,70
PC,Nival Interactive,16-Oct-07,70
DS,"Eighting, Tenyo",26-Nov-07,69
WII,Hudson,20-Mar-07,69
DS,Rainbow Studios,29-Oct-07,69
WII,EA Games,25-Jun-07,69
PSP,Rockstar London,29-Oct-07,69
DS,Aki Corp.,19-Jun-07,69
PS2,Harmonix Music Systems,24-Jul-07,69
X360,Sandlot,20-Mar-07,69
PC,Avalanche Software,27-Mar-07,69
X360,EA Canada,11-Dec-07,69
WII,"Sega, Sonic Team",18-Dec-07,69
WII,"Artificial Mind and Movement, Polygon Magic",20-Nov-07,69
WII,Sonic Team,20-Feb-07,69
PC,JC Entertainment,15-May-07,69
DS,Griptonite Games,30-Oct-07,69
X360,EA Chicago,6-Mar-07,69
X360,Nihilistic,23-Oct-07,69
PSP,EA LA,13-Nov-07,69
WII,Radical Entertainment,4-Oct-07,69
X360,Zen Studios,25-Apr-07,69
PS3,Nihilistic,23-Oct-07,69
X360,Bizarre Creations,11-Apr-07,69
PC,Haggard Games,16-Oct-07,69
PS2,Koei,6-Feb-07,69
WII,EA Redwood Shores,18-Sep-07,68
X360,NinjaBee,20-Jun-07,68
WII,Nintendo,19-Nov-07,68
PS2,Milestone S.r.l,29-Oct-07,68
DS,"id Software, Fountainhead Entertainment",13-Nov-07,68
PS3,EA Chicago,6-Mar-07,68
PC,Sigil Games Online,30-Jan-07,68
GC,Avalanche Software,27-Mar-07,68
X360,Llamasoft,22-Aug-07,68
X360,EA Games,25-Jun-07,68
DS,Namco,19-Mar-07,68
X360,Juice Games,17-Sep-07,68
WII,Ubisoft,6-Nov-07,68
DS,iWin,18-Sep-07,68
DS,Zoonami Ltd.,26-Jun-07,68
WII,Nintendo,11-Jun-07,68
WII,Rockstar San Diego,16-Oct-07,68
PC,Chaos Concept,4-May-07,68
DS,Neko Entertainment,6-Nov-07,68
PC,Wargaming.net,12-Sep-07,68
PC,ClockStone Software,8-Nov-07,68
PS2,Electronic Arts,30-Oct-07,68
DS,Bandai Namco Games,18-Sep-07,68
PSP,"Namco Bandai Games America, Namco Bandai Games",16-Jul-07,68
GBA,Vicarious Visions,4-May-07,68
PS2,EA Canada,1-Oct-07,68
PSP,Yuke's,13-Nov-07,68
PC,Beautiful Game Studios,6-Nov-07,68
PS2,SNK Playmore,14-Aug-07,68
X360,Backbone Entertainment,11-Jul-07,68
PSP,Sting,11-Jul-07,68
DS,Tantalus,30-May-07,67
DS,Brain Toys,27-Mar-07,67
PS3,EA Canada,11-Dec-07,67
WII,Ubisoft Montpellier,15-Nov-07,67
WII,"Sega, Nintendo, Sega Sports R&D",6-Nov-07,67
PS3,Sidhe Interactive,4-Jan-07,67
PC,Sigma Team,16-Feb-07,67
PC,Ino-Co,8-Nov-07,67
DS,Bandai Namco Games,18-Sep-07,67
DS,"Sproing Interactive Media, Sproing",6-Nov-07,67
PSP,Epics,17-Jul-07,67
PC,FASA Studio,29-May-07,67
PS2,Rockstar London,29-Oct-07,67
PSP,TOSE,26-Jun-07,67
PS3,Rainbow Studios,17-Dec-07,67
X360,EA Canada,17-Jan-07,67
DS,TOSE,18-Sep-07,67
DS,Vicarious Visions,19-Jun-07,67
PSP,ArtePiazza,15-May-07,67
PC,Io Interactive,20-Nov-07,67
PS2,Rainbow Studios,29-Oct-07,67
PS2,Kush Games,10-Sep-07,67
PS2,Empire Oxford,16-May-07,67
DS,M2,18-Sep-07,67
PSP,RedLynx,12-Nov-07,67
PS2,Avalanche Software,27-Mar-07,67
X360,Ubisoft Montpellier,24-Apr-07,67
PS3,EA Games,25-Jun-07,67
WII,Konami,25-Sep-07,67
PC,"Bohemia Interactive, Black Element Software",28-Sep-07,67
PC,Maxis,19-Jun-07,67
PC,Pendulo Studios,14-Mar-07,67
DS,BeeWorks,9-Oct-07,67
PC,EA Canada,30-Oct-07,67
PC,Momentum DMT,2-Nov-07,66
DS,Vicarious Visions,19-Jun-07,66
PSP,Alfa System,17-Jul-07,66
X360,FASA Studio,29-May-07,66
DS,WayForward,9-Oct-07,66
X360,"TimeGate Studios, Day 1 Studios",6-Nov-07,66
PC,"Battlefront.com, 1C, 1C Company",19-Apr-07,66
PC,Capcom,26-Jun-07,66
PS2,SNK Playmore,17-Dec-07,66
WII,Blue Castle Games,25-Jun-07,66
PS2,Etranges Libellules,9-Jan-07,66
DS,Full Fat,22-Oct-07,66
PS2,Juice Games,17-Sep-07,66
DS,Amaze Entertainment,22-May-07,66
PS3,SCEA,6-Dec-07,66
PC,AWE Games,16-Oct-07,66
PC,Blue Byte,25-Sep-07,66
PS2,Visual Concepts,19-Nov-07,66
PC,IMC Games,12-Jul-07,66
DS,Konami,2-Jan-07,66
DS,Artificial Mind and Movement,14-Aug-07,66
X360,Wanako Studios,18-Apr-07,66
PSP,Gaia (Sony),19-Feb-07,66
WII,EA Canada,22-Oct-07,66
X360,"Konami, Digital Eclipse",14-Mar-07,66
DS,Ninja Studio,20-Feb-07,66
DS,Brownie Brown,14-Aug-07,66
PS3,From Software,20-Mar-07,65
WII,EA Canada,9-Oct-07,65
PS2,EA Salt Lake,28-Aug-07,65
PSP,Kojima Productions,13-Nov-07,65
PC,Etranges Libellules,12-Jan-07,65
PC,7FX,8-May-07,65
X360,Buena Vista Games,27-Mar-07,65
X360,Namco Bandai Games,10-Jan-07,65
WII,Maxis,12-Jun-07,65
PS2,Asobo Studio,26-Jun-07,65
PC,Reality Pump,23-Aug-07,65
WII,Planet Moon Studios,13-Nov-07,65
DS,Coyote Console,20-Aug-07,65
GBA,Helixe,26-Jun-07,65
PSP,Dimps Corporation,20-Mar-07,65
PS2,VIS Entertainment,9-Apr-07,65
X360,Io Interactive,13-Nov-07,65
PSP,Capcom,6-Feb-07,65
X360,Konami,4-Dec-07,65
X360,From Software,20-Mar-07,65
PS2,Beenox,30-Oct-07,65
X360,Radical Entertainment,4-Oct-07,65
PC,EA Canada,11-Sep-07,65
DS,Crave,1-Oct-07,65
PS3,Gamoola Soft,20-Dec-07,65
DS,MTO,22-Jan-07,65
PSP,VU Games,20-Feb-07,65
PS2,Page 44 Studios,15-Oct-07,65
PC,Mindware Studios,26-Oct-07,65
DS,Hi Corp,2-Jul-07,65
DS,"Climax Group, PlayFirst, Climax Studios",23-May-07,64
PSP,Stainless Games,19-Dec-07,64
DS,TOSE,16-Oct-07,64
DS,"Climax Group, Climax Studios",27-Mar-07,64
PSP,Sega,7-Aug-07,64
X360,Razorworks,17-Oct-07,64
PS2,Neverland,20-Mar-07,64
PS3,From Software,3-Apr-07,64
PS3,Io Interactive,13-Nov-07,64
PSP,Maxis,22-Oct-07,64
PC,3D People,6-Aug-07,64
X360,"Game Arts, Seta Corporation",10-Jul-07,64
WII,Ubisoft Montreal,30-May-07,64
DS,"THQ, Altron",23-Oct-07,64
DS,Gorilla Systems,18-Sep-07,64
DS,Helixe,26-Jun-07,64
WII,"Electronic Arts, Rebellion",30-Oct-07,64
PSP,Creat Studios,18-Jun-07,64
WII,Artificial Mind and Movement,30-Oct-07,64
PSP,Amaze Entertainment,13-Mar-07,64
PSP,Locomotive Games,26-Jun-07,64
WII,Ubisoft Quebec,4-Dec-07,64
PC,EA Games,25-Jun-07,63
DS,Jupiter Corporation,6-Mar-07,63
PS3,SCEA San Diego Studios,12-Oct-07,63
X360,Treyarch,4-May-07,63
X360,Mine Loader,5-Sep-07,63
X360,"Mercury Steam, Alchemic Productions",23-Oct-07,63
PC,Telltale Games,25-Sep-07,63
PS2,Irem,19-Jun-07,63
PC,4Head Studios,25-Jun-07,63
PC,Guppyworks,20-Mar-07,63
PC,"Mercury Steam, Alchemic Productions",23-Oct-07,63
PC,Tilted Mill,13-Nov-07,63
PSP,TOSE,24-Jul-07,63
PS2,Gust,29-May-07,63
PSP,"Konami, Vicious Cycle",27-Feb-07,63
GC,Ubisoft Montreal,20-Mar-07,63
WII,High Voltage Software,30-Oct-07,63
PS3,Rainbow Studios,30-Oct-07,63
PC,AGEOD,26-Jun-07,63
X360,Omega Force,6-Nov-07,63
DS,DC Studios,15-May-07,63
DS,KCET,6-Feb-07,63
PS2,EA Canada,17-Jan-07,63
DS,Rare Ltd.,5-Feb-07,63
PS2,Electronic Arts,26-Mar-07,63
X360,Stainless Games,4-Jul-07,63
X360,Digital Eclipse,8-Aug-07,63
X360,Square Enix,20-Nov-07,63
PC,Big Time Software,22-Aug-07,62
PS2,Milestone,23-Oct-07,62
DS,Supersonic Software,6-Feb-07,62
GBA,Black Lantern Studios,6-Mar-07,62
WII,Buena Vista Games,27-Mar-07,62
PC,"Monte Cristo Multimedia, Monte Cristo",20-Mar-07,62
PSP,"Neverland, Idea Factory",24-Apr-07,62
WII,Hudson,29-May-07,62
X360,Freeverse,1-Aug-07,62
WII,Asobo Studio,26-Jun-07,62
WII,Rockstar Toronto,29-Oct-07,62
PS3,SCEE London Studio,20-Dec-07,62
WII,Smart Bomb Interactive,5-Nov-07,62
PC,Beenox,4-May-07,62
PS2,BudCat,20-Feb-07,62
PC,Kylotonn,27-Nov-07,62
PS3,Zoonami Ltd.,14-Jun-07,62
PS2,Black Box,13-Nov-07,62
WII,IR Gurus,1-May-07,62
X360,Midway Studios - Austin,12-Nov-07,62
PC,Sirius Games,26-Oct-07,62
PS3,Q-Games,13-Sep-07,62
PS2,Blue Tongue Entertainment,29-Oct-07,62
X360,Load Inc.,30-May-07,62
DS,Black Lantern Studios,27-Sep-07,62
PC,Ubisoft,1-Jun-07,62
PC,Provox Games,5-Jun-07,62
DS,EA Canada,26-Mar-07,62
PS2,Next Level Games,2-Oct-07,62
DS,Amaze Entertainment,13-Nov-07,61
PC,TimeGate Studios,6-Nov-07,61
PC,Juice Games,16-Nov-07,61
WII,OfficeCreate,20-Mar-07,61
DS,Gorilla Games,16-Oct-07,61
PSP,"High Voltage Software, Ubisoft Paris",23-Aug-07,61
PS2,EA Games,25-Jun-07,61
PC,Cyanide,2-Oct-07,61
PS2,Ubisoft Montreal,20-Mar-07,61
PC,EA Salt Lake,28-Aug-07,61
X360,Digital Eclipse,7-Feb-07,61
PSP,Marvelous Entertainment,31-Jul-07,61
DS,Spike,6-Nov-07,61
PS2,CyberConnect2,8-May-07,61
DS,Magellan Interactive,15-Oct-07,61
X360,Ubisoft,30-May-07,61
PS2,Moss,17-Apr-07,61
PC,SCS Software,22-Mar-07,61
DS,"Etranges Libellules, Neko Entertainment",9-Jan-07,61
WII,EA Games,13-Nov-07,61
PC,Metropolis Software,8-May-07,61
X360,Koei,11-Sep-07,61
PC,Reflections Interactive,26-Jun-07,61
DS,Hudson,2-Apr-07,61
DS,Neko Entertainment,5-Nov-07,61
X360,Konami,25-Jul-07,61
DS,System 3,15-Nov-07,61
PSP,Visual Concepts,26-Feb-07,61
DS,1st Playable Productions,22-May-07,61
DS,Rainbow Studios,17-Dec-07,61
PSP,"Eurocom Entertainment Software, Eurocom",22-May-07,61
DS,Capcom,7-Aug-07,60
PC,Tri Synergy,20-Nov-07,60
PS3,"Koei, Omega Force",28-Aug-07,60
GC,Asobo Studio,26-Jun-07,60
PSP,Backbone Entertainment,13-Nov-07,60
PS2,CyberConnect2,10-Sep-07,60
PSP,Konami,18-Sep-07,60
PSP,Raylight Studios,2-Jul-07,60
PSP,Farmind Ltd,18-Jun-07,60
DS,Suzak,5-Mar-07,60
WII,Blue Tongue Entertainment,23-Oct-07,60
PC,Disney Online,31-Oct-07,60
PSP,Gusto Games,8-Mar-07,60
PC,Digital Leisure Inc.,10-Nov-07,60
PS2,Ubisoft Montreal,30-May-07,60
WII,Krome Studios,18-Oct-07,60
DS,Zen Studios,9-Oct-07,60
PC,7 Studios,15-May-07,60
DS,Piranha Games,23-Oct-07,60
X360,G.Rev,29-May-07,60
DS,Hot Lava Games,17-Sep-07,60
PS2,SNK Playmore,17-May-07,60
X360,Next Level Games,2-Oct-07,60
PSP,Metia Interactive,30-Apr-07,60
WII,Ubisoft Montreal,20-Mar-07,60
PC,Midway Studios - Austin,12-Nov-07,60
DS,Black Lantern Studios,5-Nov-07,60
PS2,Career Soft,18-Sep-07,60
PC,"Akella, Quasar",18-Sep-07,60
PS3,Nex Entertainment,20-Nov-07,60
DS,Capcom,7-Aug-07,60
PS2,IR Gurus,1-May-07,60
PS3,"Mercury Steam, Alchemic Productions",23-Oct-07,60
PS3,Treyarch,4-May-07,60
PSP,High Voltage Software,30-Oct-07,60
PSP,Ubisoft Montreal,12-Jun-07,60
WII,Yuke's,13-Nov-07,59
PC,WorldForge,24-Apr-07,59
X360,EA Tiburon,23-Jul-07,59
PS3,Kuju Entertainment,31-Jul-07,59
PSP,"Electronic Arts, Rebellion",5-Nov-07,59
DS,"Nintendo, Namco Bandai Games",15-Oct-07,59
PS2,SCEA San Diego Studios,26-Sep-07,59
DS,DC Studios,9-Oct-07,59
WII,"Cavia Inc., Grandprix Inc.",23-Oct-07,59
PSP,"Rainbow Studios, Tantalus",17-Dec-07,59
PS2,SuperVillain Studios,8-May-07,59
PS3,Ubisoft Montreal,30-May-07,59
X360,Silver Creek Entertainment,16-May-07,59
PC,"Artificial Studios, Immersion Software & Graphics",12-Jun-07,59
PC,Black Element,1-May-07,59
WII,Next Level Games,2-Oct-07,59
X360,"Eidos Interactive, Strawdog Studios",19-Sep-07,59
X360,Wanako Studios,12-Dec-07,59
WII,Reflections Interactive,26-Jun-07,59
X360,"Eurocom Entertainment Software, Eurocom",22-May-07,58
PC,Gameyus Interactive,10-Jul-07,58
PSP,Kuju Entertainment,14-Aug-07,58
PS2,Sidhe Interactive,24-Sep-07,58
X360,Digital Eclipse,23-May-07,58
WII,THQ,16-Oct-07,58
PSP,Artificial Mind and Movement,2-Oct-07,58
WII,Polygon Magic,9-Oct-07,58
DS,EA Montreal,27-Nov-07,58
PSP,Sidhe Interactive,27-Sep-07,58
DS,Vicarious Visions,30-Oct-07,58
PC,GFI Russia,19-Oct-07,58
PC,Gilligames,1-Mar-07,58
DS,Shin'en,28-Aug-07,58
PSP,Eutechnyx,24-Apr-07,58
WII,The Game Factory,16-Nov-07,58
X360,Rainbow Studios,29-Oct-07,58
PC,Silent Grove Studios,3-Apr-07,58
X360,Ubisoft Montreal,20-Mar-07,58
WII,Hudson Soft,18-Sep-07,58
PSP,Microvision,23-Jan-07,58
DS,Capcom,7-Aug-07,58
DS,Matrix Software,20-Mar-07,58
PC,KDV Games,20-Feb-07,58
PS3,Omega Force,6-Nov-07,58
PSP,Ubisoft,13-Mar-07,58
X360,Carbonated Games,16-May-07,58
WII,Nintendo,12-Feb-07,58
PC,"Sproing Interactive Media, Sproing",28-Aug-07,57
PSP,Sumo Digital,8-May-07,57
PC,"Nival Interactive, N-Game Studios",9-Apr-07,57
DS,Bec,5-Jun-07,57
DS,TOSE,23-Oct-07,57
DS,Ubisoft Paris,13-Nov-07,57
PS3,EA Tiburon,23-Jul-07,57
PC,"Eurocom Entertainment Software, Eurocom",22-May-07,57
WII,EA Montreal,7-Aug-07,57
PC,Metamorf Studios,20-Mar-07,57
PSP,Amaze Entertainment,5-Jun-07,57
X360,Razorworks,9-May-07,57
WII,Ubisoft,20-Mar-07,57
GBA,Vicarious Visions,15-May-07,57
PC,Beenox,2-Oct-07,57
PS2,Punchline,14-Feb-07,57
PS2,Square Enix,24-May-07,57
WII,Amaze Entertainment,15-May-07,57
WII,Page 44 Studios,15-Oct-07,57
DS,THQ,17-Dec-07,57
PSP,Jack of All Games,1-May-07,57
PS3,Game Republic,20-Dec-07,57
DS,Amaze Entertainment,2-Oct-07,56
DS,Aspect,22-May-07,56
X360,Namco Bandai Games,23-May-07,56
PS3,Midway Studios - Austin,10-Dec-07,56
PS2,Amaze Entertainment,15-May-07,56
X360,Heavy Iron Studios,26-Jun-07,56
PS2,EA Tiburon,23-Jul-07,56
DS,Ubisoft Bulgaria,6-Mar-07,56
PSP,Creat Studios,18-Sep-07,56
DS,Koei,25-Jul-07,56
WII,BudCat,26-Mar-07,56
DS,Ubisoft Quebec,30-May-07,56
PS2,Artificial Mind and Movement,30-Oct-07,56
X360,Digital Eclipse,18-Apr-07,56
PSP,Hit Maker,21-Aug-07,56
WII,Cat Daddy Games,28-Aug-07,56
X360,Krome Studios,30-Oct-07,56
PS2,Traveller's Tales,26-Jun-07,56
DS,"Secret Stash Games, DREAM ON STUDIO",16-May-07,56
PC,Fuzzyeyes Studio,9-Apr-07,56
PC,Future Games,20-Nov-07,56
X360,K2 LLC,12-Jun-07,56
DS,Virtual Toys,30-Jun-07,56
X360,7 Studios,15-May-07,56
X360,"Koei, Omega Force",28-Aug-07,55
X360,"Artificial Studios, Immersion Software & Graphics",12-Jun-07,55
PS2,Omega Force,18-Sep-07,55
PC,Ubisoft Montreal,20-Mar-07,55
PSP,Collision Studios,27-Feb-07,55
PSP,zSlide,2-Oct-07,55
DS,Barnhouse Effect,25-Jun-07,55
DS,Bandai Namco Games,20-Feb-07,55
X360,Stainless Games,28-Nov-07,55
PS3,Heavy Iron Studios,23-Oct-07,55
X360,Cavia Inc.,27-Feb-07,55
PC,Nival Interactive,22-Feb-07,55
X360,Auran,24-Oct-07,55
PC,Burut Software,19-Oct-07,55
PSP,"PlayFirst, GameLab",22-May-07,55
DS,Digital Embryo,9-Apr-07,55
X360,Blitz Arcade,26-Dec-07,55
PC,Traveller's Tales,26-Jun-07,55
PS2,Omega Force,27-Feb-07,55
DS,Artificial Mind and Movement,2-Oct-07,55
PS3,"Eurocom Entertainment Software, Eurocom",22-May-07,55
X360,Stainless Games,2-May-07,55
PC,Auran,16-Oct-07,55
PS2,Krome Studios,2-Oct-07,54
WII,Ubisoft Barcelona,18-Sep-07,54
DS,WayForward,5-Nov-07,54
PC,The Web Production,30-Jul-07,54
X360,Strange Flavour,1-Aug-07,54
DS,Natsume,23-Oct-07,54
PS2,Climax Group,13-Feb-07,54
PS2,4J Studios,20-Nov-07,54
X360,THQ,19-Nov-07,54
PS3,Traveller's Tales,26-Jun-07,54
PS2,Eurocom Entertainment Software,22-May-07,54
PSP,K2 LLC,17-Apr-07,53
WII,Traveller's Tales,26-Jun-07,53
WII,"Eurocom Entertainment Software, Eurocom",22-May-07,53
PS2,Rainbow Studios,17-Dec-07,53
PS2,Vingt-et-un Systems,25-Jun-07,53
PS3,"Factor 5, SCE/WWS",30-Aug-07,53
WII,Vicarious Visions,4-May-07,53
PSP,Deep Fried Entertainment,20-Mar-07,53
X360,Omega Force,27-Feb-07,53
DS,THQ,29-Oct-07,53
X360,Backbone Entertainment,15-Aug-07,53
PC,Dream Execution,7-Feb-07,53
DS,Torus Games,23-Oct-07,53
WII,Happy Happening,17-Apr-07,53
WII,Genius Sonority Inc.,25-Jun-07,53
PS2,MumboJumbo,20-Nov-07,53
PC,Cauldron Ltd.,23-Feb-07,53
PC,Rebelmind,1-Oct-07,53
X360,Omega Force,18-Sep-07,53
PC,Nobilis,16-Mar-07,53
DS,Big Blue Bubble Inc.,29-Aug-07,53
PC,Zoetrope Interactive,6-Nov-07,52
X360,Traveller's Tales,26-Jun-07,52
PSP,Treyarch,16-Oct-07,52
PSP,EA Games,25-Jun-07,52
PSP,Platinum Egg,13-Dec-07,52
WII,Namco Bandai Games,20-Nov-07,52
PS2,THQ Australia,16-Oct-07,52
PS2,Cavia Inc.,4-Sep-07,52
PS2,"Pipeworks Software, Inc.",12-Nov-07,52
WII,49Games,11-Dec-07,52
DS,Trainwreck Studios,12-Jun-07,52
X360,Mass Media,19-Mar-07,52
WII,Traveller's Tales,24-Apr-07,52
WII,Point of View,21-Aug-07,52
WII,EA Canada,1-Oct-07,52
PC,"1C, Sky Fallen, 1C Company",23-Oct-07,52
PSP,Totally Games,24-Jul-07,51
DS,Torus Games,19-Dec-07,51
WII,D3Publisher,25-Sep-07,51
